Username,Date,Favorites,Retweets,Hashtags,Text
DollarVigilante,2016-06-25 23:59:59+00:00,18,10,"['#Brexit', '#Investing']",You Could Have Prospered Greatly from the #Brexit Sign up--> http:// buff.ly/1TFC7sO #Investing pic.twitter.com/YSutcxVelk
747Gold,2016-06-25 23:59:58+00:00,0,0,['#Brexit'],I liked a @YouTube video from @lack78 http:// youtu.be/mTPJsUGHrUo?a #Brexit at Last: UK To Leave EU!!
ARMAKdeODELOT,2016-06-25 23:59:58+00:00,2,0,['#Brexit'],Desmontando la Historia Oficial del Brexit + 10 incógnitas que hay que resolver tras el #Brexit http:// centrodeperiodicos.blogspot.com/2016/06/desmon tando-la-historia-oficial-del.html …
drwilcox,2016-06-25 23:59:57+00:00,1,0,['#Brexit'],Pretty apt #Brexit analogy: pic.twitter.com/XMMBClMcIV
veryFatcat,2016-06-25 23:59:57+00:00,1,1,['#Brexit'],"Don't forget that the #Brexit is just a vote, the Queen can call it off through the Parliament."
serenacwy,2016-06-25 23:59:55+00:00,0,0,"['#EUref', '#Brexit', '#regexit']",. @timminchin tweets are spot on #EUref #Brexit #regexit
4589roger,2016-06-25 23:59:54+00:00,1,1,"['#Boris', '#Gove', '#Brexit', '#EU']",There are liars and then there’s #Boris Johnson and Michael #Gove | Nick Cohen http:// gu.com/p/4myct/stw Leave has NO plan #Brexit #EU
mitchr777,2016-06-25 23:59:53+00:00,0,0,"['#Brexit', '#isis', '#WriteAPoemAboutBrexit']",Roses are red as is blood we vote #Brexit #isis is done! #WriteAPoemAboutBrexit
Eduflack,2016-06-25 23:59:51+00:00,3,21,['#Brexit'],"In recognition of #Brexit , my redeye flight movies tonight will be 300 and Braveheart."
GoldEagleCom,2016-06-25 23:59:51+00:00,3,3,"['#Gold', '#Silver', '#brexit']",#Gold And #Silver Prices This Week #brexit http:// ow.ly/swgW301DwCx pic.twitter.com/qob6AAM82A
SilverPhoenix50,2016-06-25 23:59:50+00:00,1,0,"['#Gold', '#Silver', '#brexit']",#Gold And #Silver Prices This Week #brexit http:// ow.ly/swgW301DwCx pic.twitter.com/shAL4vcmk7
21yssus21,2016-06-25 23:59:50+00:00,0,0,"['#BrexitVote', '#Brexit']",""" @PressTV :Brexit could break up EU, prevent WWIII: Paul Craig Roberts http:// ptv.io/2B6Z #BrexitVote pic.twitter.com/rpkMaG7Zx7 "" #Brexit"
MrsGrenshaw,2016-06-25 23:59:49+00:00,0,0,['#brexit'],"#brexit Love the conspiracy nutters. All day to google things, play on Facebooker and still no time to actually vote!"
ericschupper,2016-06-25 23:59:48+00:00,0,0,['#Brexit'],"Tony Blair's #Brexit analysis. Good, except, ""the people - usually a repository of common sense and practicality"" http:// nyti.ms/28XsPds"
EstorvoMaldito,2016-06-25 23:59:48+00:00,1,0,['#Brexit'],"Como podemos ver, o Palmeiras não reagiu bem ao #Brexit se concretizando"
juanboscato,2016-06-25 23:59:48+00:00,0,0,['#Brexit'],you kelpers are... #Brexit
MissDizzySpell,2016-06-25 23:59:46+00:00,1,0,['#Brexit'],"Still, it's left me feeling rubbish. Seenmany abusive ppl attacking each other today. it's no longer about #Brexit just how shit ppl can be."
TerriPaddock,2016-06-25 23:59:45+00:00,10,7,"['#EURefResults', '#EURef', '#Brexit']",Any irony that Mail is reporting this 'shocking post-referendum racism'? #EURefResults #EURef #Brexit http://www. dailymail.co.uk/news/article-3 659842/No-Polish-vermin-Police-investigating-laminated-cards-reading-leave-EU-home-scum-posted-doors.html …
trackerem,2016-06-25 23:59:45+00:00,0,0,"['#Trump', '#Brexit']",don't normally rt anything from this media cause of truth issues but this happened! #Trump #Brexit https:// twitter.com/nytimes/status /746219828596269057 …
IntropaJacques,2016-06-25 23:59:45+00:00,0,1,"['#Brexit', '#Hollande', '#Hollandexit']","Après #Brexit .. François #Hollande fait son cinéma, un voyage entre ""Terriens"" #Hollandexit ! http://www. lemonde.fr/referendum-sur -le-brexit/article/2016/06/25/le-marathon-post-brexit-du-president-hollande_4958047_4872498.html …"
Charnoski,2016-06-25 23:59:42+00:00,0,0,"['#brexit', '#Article50b']","I expect to see the rise of the ""We've Made A Terrible Mistake"" party any day now. #brexit #Article50b"
david4soler,2016-06-25 23:59:42+00:00,3,0,['#Brexit'],Algunos jovenes británicos se enteraron del #Brexit volviendo de fiesta. Imperdible. Way to go @annasturzaker https:// twitter.com/chardecar/stat us/746336231466872833 …
BoiiBillz99,2016-06-25 23:59:42+00:00,1,0,['#Brexit'],@GiselaStuart @andrealeadsom You have done an amazing job on Britain leaving the EU. A big thank you. And amazing speeches too #Brexit
Jkhunofficial,2016-06-25 23:59:40+00:00,0,0,['#brexit'],"Stacy Herbert on RT channel says""elite see populations as disposal these days but they have a problem as the population have a vote"" #brexit"
KyloRen_Hux,2016-06-25 23:59:39+00:00,1,0,['#Brexit'],I agree. This wouldn't happen if it were a general election vote. Bite the bullet I say and deal with it #Brexit
WCullmac,2016-06-25 23:59:39+00:00,1,0,"['#Brexit', '#really']",You know when you've had a shit week and you think it can't get any worse. This ..... #Brexit #really ??? http://www. theguardian.com/politics/2014/ jan/24/nigel-farage-uk-gun-control-laws-relaxed?utm_content=buffer1d951&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer …
christophil,2016-06-25 23:59:36+00:00,0,0,"['#Trump', '#Brexit']",Stop Underestimating Donald #Trump . #Brexit Vote Shows Why He Can Win. - Fox Nation http:// flip.it/5dy8U
WorldTweetNews,2016-06-25 23:59:35+00:00,0,0,['#Brexit'],"Chk trnders http:// ift.tt/1SjSf2J TwitterIN - Trends: Check http:// theindiansubcontinent.com "" #Brexit "" at: https:// twitter.com/search?q=%23Br exit … …"
WorldTweetNews,2016-06-25 23:59:35+00:00,0,0,['#Brexit'],"Chk trnders http:// ift.tt/1SjSf2J TwitterIN - Trends: "" #Brexit "" is trending in India at rank 7."
MichealFitzG,2016-06-25 23:59:33+00:00,0,0,"['#Brexit', '#F1']",@autosport @BenAndersonAuto @tedkravitz @Jamesallenonf1 @CroftyF1 @MBrundleF1 @CarHack How will #Brexit affect UK Motorsport Industry & #F1 ?
Nuuklanna,2016-06-25 23:59:33+00:00,0,0,"['#Brexit', '#cantbelieveitdontbelieveitwontbelieveit']",Heureusemt j'étais passée chez Mark and Spencers pr acheter du thé #Brexit #cantbelieveitdontbelieveitwontbelieveit https:// twitter.com/ONPCofficiel/s tatus/746836312787943424 …
pablova_1607,2016-06-25 23:59:31+00:00,0,0,['#Brexit'],#Brexit Cameron gatoooo!!!! pic.twitter.com/Xs8gppmFbk
bondi_izzy,2016-06-25 23:59:29+00:00,0,0,"['#LNP', '#SSM', '#Brexit', '#Turnbull', '#gaymarriage', '#LNP', '#ausvotes']",The #LNP #SSM plebiscite is clearly a mad idea after the #Brexit fallout. #Turnbull #gaymarriage #LNP #ausvotes https:// twitter.com/pepeMcGee/stat us/746847662134067200 …
dsparker001,2016-06-25 23:59:25+00:00,0,0,"['#Brexit', '#tcot', '#TeaParty', '#p2', '#uniteblue']",@BarackObama Bad Week Just Got Worse: #Brexit A HUGE Slapdown Of Barack The Bully http:// ow.ly/hlpa301DwGd #tcot #TeaParty #p2 #uniteblue
WebTaniwha,2016-06-25 23:59:25+00:00,0,0,"['#Brexit', '#safetravels']",at least you'll be able to shop more with the cheaper pound!! Look forward to fab travel photos #Brexit #safetravels
ezebisso,2016-06-25 23:59:25+00:00,0,0,"['#Brexit', '#Alemania', '#Francia']","@Lubertino opinando sobre el #Brexit y sobre los pueblos de #Alemania y #Francia , que podes opinar? Son la 4ta y 6ta economía del mundo."
WeymiensN,2016-06-25 23:59:23+00:00,0,0,['#Brexit'],Lijkt me niet onze schuld. Wij hebben die #Brexit niet gekozen. Blijkt dat de Leavers ook niet echt happig zijn nu. @jdceulaer
JRTomlinAuthor,2016-06-25 23:59:22+00:00,0,0,['#brexit'],Nicola Sturgeon to lobby EU members to support Scotland's remain bid http:// gu.com/p/4myc3/stw #brexit
chowjackie,2016-06-25 23:59:21+00:00,0,0,"['#Google', '#脫歐', '#歐盟', '#uk', '#Brexit', '#search', '#vote', '#toolate']",#Google 發現英國 #脫歐 公投後，多人搜尋「什麼是 #歐盟 ？」 http:// flip.it/lEJXq #uk #Brexit #search #vote #toolate
facuescamoso,2016-06-25 23:59:21+00:00,2,1,['#Brexit'],#Brexit : Los pasos a seguir para que UK abandone la Unión Europea: pic.twitter.com/hUnj0S1tee
TheRagingCelt,2016-06-25 23:59:21+00:00,0,0,['#Brexit'],"Somewhere, Elvis Costello is furiously re-writing “Tramp the Dirt Down”. #Brexit"
Starseed52,2016-06-25 23:59:19+00:00,2,3,['#Brexit'],"30-""Tara: Boris Johnson, former mayor of London, extreme right wing looks like Trump only his hair is real."" #Brexit pic.twitter.com/0MGMkAospx"
Mdee107,2016-06-25 23:59:17+00:00,0,0,"['#Brexit', '#TheCabal', '#khazerianMafia', '#peopleSLEEPERStrust']","So Hitler saved UK for last, now UK 1st to leave. The Nazi project failing?? #Brexit #TheCabal #khazerianMafia #peopleSLEEPERStrust .."
mickeysooner,2016-06-25 23:59:17+00:00,0,0,"['#Brexit', '#GetAClue']","Hilarious watching @BBCWorld doing their best to change the outcome of the #Brexit vote. Too late, globalists. #GetAClue"
jasminchill,2016-06-25 23:59:16+00:00,0,0,"['#Brexit', '#science']",What #Brexit means for UK #science : a view from the coalface https:// theconversation.com/what-brexit-me ans-for-uk-science-a-view-from-the-coalface-61634 … via @ConversationUK
MAGAVoter,2016-06-25 23:59:16+00:00,57,59,"['#Trump2016', '#TrumpTrain', '#MAGA', '#Brexit']",Pathetic Obama Wants Trump to Stop Exposing His Failures http:// truthfeed.com/pathetic-obama -wants-trump-to-stop-exposing-his-failures/9140/ … #Trump2016 #TrumpTrain #MAGA #Brexit
Teesus,2016-06-25 23:59:14+00:00,1,0,"['#Brexit', '#Trump']","Dear America, please note what can happen when an ill informed public votes on a platform based on fear, anger and xenophobia #Brexit #Trump"
gjdonovan,2016-06-25 23:59:14+00:00,0,0,"['#this', '#Brexit', '#Canada', '#GB', '#cdnpoli', '#ROTW']",Whatever comes of your future just please let it not be #this k? #Brexit #Canada stands with #GB #cdnpoli #ROTW pic.twitter.com/5CvzDxYDbF
AnonymooseGuy,2016-06-25 23:59:11+00:00,0,0,"['#brexit', '#TwilightOfTheElites', '#BernieOrBust']",Quite possibly @ggreenwald 's most insightful article (yet). #brexit #TwilightOfTheElites #BernieOrBust http:// interc.pt/28TOgZ5
BenjLukeJ,2016-06-25 23:59:10+00:00,0,0,"['#Brexit', '#IDespair']",Even Mail readers are waking up to #Brexit not being an entirely well thought-through idea... #IDespair https:// twitter.com/peterjukes/sta tus/746755599145312256 …
KamalKemomax,2016-06-25 23:59:09+00:00,0,0,['#Brexit'],موضوع #Brexit زى قرارات كتير فى حياتنا ممكن ناخدها ونفاجأ انها غلط وكارثية مع اننا حاسبينها كويس وكنا فاكرين النتيجة هتبقى العكس
samuelfarrell19,2016-06-25 23:59:08+00:00,7,1,['#Brexit'],Guys... Are we sure this whole #Brexit thing isn't just some elaborate @RealMattLucas gaffe for a TV show? pic.twitter.com/N60Pzm4zxY
alexandrakessie,2016-06-25 23:59:08+00:00,0,0,['#brexit'],FUCK it just really hit me that we're not part of the EU. #brexit
RejoinTheWorld,2016-06-25 23:59:08+00:00,0,0,"['#VoteLeave', '#VoteLeaveTakeControl', '#EURefResults', '#notmyvote', '#EU', '#Brexit', '#BrexitVote', '#anythingidamnwellchoose']",. @cairnhill07 #VoteLeave #VoteLeaveTakeControl #EURefResults #notmyvote #EU #Brexit #BrexitVote #anythingidamnwellchoose
ijbrads66,2016-06-25 23:59:07+00:00,1,1,['#Brexit'],"Cameron set it up to suppress UKIP, Boris jumped in to position for PM with no expectation of winning, cue lame duck government #Brexit"
arseniareilly,2016-06-25 23:59:05+00:00,0,0,['#brexit'],"@theintercept as usual, @ggreenwald nails it. Best piece on #brexit https:// theintercept.com/2016/06/25/bre xit-is-only-the-latest-proof-of-the-insularity-and-failure-of-western-establishment-institutions/ …"
MaBlunden,2016-06-25 23:59:05+00:00,0,0,"['#brexit', '#Dixit']",-Tonight I'm sad 'cos you know... #brexit and shit.But Je veux Paris tu danses ce soir!Pour toi plaisir je vais retenir mon beat #Dixit le DJ
canalbernard,2016-06-25 23:59:05+00:00,0,0,['#Brexit'],#Brexit Alex Taylor : “Je dépose un dossier de naturalisation dès la semaine prochaine !” - Radio - Télérama.fr http:// po.st/40CZOd
DRtwita,2016-06-25 23:59:04+00:00,3,2,['#Brexit'],My only advice for those way up in the UK. #Brexit pic.twitter.com/oh4KHUctPH
MaryJoMcManus,2016-06-25 23:59:04+00:00,1,4,"['#dodgyDave', '#Brexit']","if#dodgyDave hadn't screwed over old people,poor,disabled,NHSetc he might not fell foul #Brexit .Lies can b downfall https:// twitter.com/ideas4thefutur e/status/746626906531966976 …"
RicardaRiefling,2016-06-25 23:59:04+00:00,4,0,['#Brexit'],Fuck the EU #Brexit pic.twitter.com/14j3OVgU1h
FR_Newbrough,2016-06-25 23:59:03+00:00,2,0,"['#Remain', '#Brexit', '#WhatFuckers']",The #Remain losers want to void the #Brexit win because of ageist racism. #WhatFuckers
reformainter,2016-06-25 23:59:02+00:00,0,1,"['#Brexit', '#Gráfico']",Teme Europa referendos en otros países por #Brexit #Gráfico http:// bit.ly/299x7vH pic.twitter.com/OhOxOPO8i7
GaboArizo,2016-06-25 23:59:02+00:00,0,0,"['#BREXIT', '#EspanaDecide']",La influencia de #BREXIT en ¿Qué proporción afectara las elección del Domingo en #EspanaDecide ?. Influencia o solo percepción ?
hoya1982,2016-06-25 23:59:01+00:00,0,0,"['#Trump2016', '#SCOTUS', '#Brexit', '#GeorgeWillByeBye', '#MAGA']","#Trump2016 I guess good things also come in 3's #SCOTUS shot down unlawful immigration bill, #Brexit and #GeorgeWillByeBye #MAGA"
SueFarroukh,2016-06-25 23:59:00+00:00,1,0,['#Brexit'],#Brexit pic.twitter.com/EPq6zIeF22
SOHealth_Beauty,2016-06-25 23:58:58+00:00,0,1,"['#politics', '#brexit', '#votedremain', '#BorisJohnson', '#DonaldTrump', '#fml']",The future of politics #politics #brexit #votedremain #BorisJohnson #DonaldTrump #fml pic.twitter.com/C4vuIBHg5E
JimmyEarlWard,2016-06-25 23:58:57+00:00,0,1,"['#RefugeeCrisis', '#trump', '#Brexit', '#NeverHillary', '#PJNET', '#tcot', '#ccot', '#Trump2016', '#immigration', '#CrookedHillary', '#2A', '#ISIS']",#RefugeeCrisis #trump #Brexit #NeverHillary #PJNET #tcot #ccot #Trump2016 #immigration #CrookedHillary #2A #ISIS pic.twitter.com/2y82pUeDTC
ArcadiaMktgPH,2016-06-25 23:58:55+00:00,3,0,"['#brexit', '#postoffice', '#europe']",Forms running out for Irish Passport application. #brexit #postoffice #europe pic.twitter.com/1yaT4Tiz7F
OfficialKiragu,2016-06-25 23:58:54+00:00,0,0,"['#Brexit', '#EuroDivorces', '#BrexitVote']",Which country could soon follow the UK to divorce EU? #Brexit Spectators saying #EuroDivorces #BrexitVote pic.twitter.com/vlUlSDeDtQ
ArtritisUnga,2016-06-25 23:58:54+00:00,0,0,"['#Brexit', '#majority', '#democracy']","short term volatility always a certainty with #Brexit , years before we can tell if correct decision #majority #democracy"
Duplex007,2016-06-25 23:58:53+00:00,0,0,"['#Brexit', '#chaos', '#Trump']",Really? // #Brexit #chaos could shock #Trump voters back to common sense http://www. huffingtonpost.com/entry/brexit-d onald-trump-voters_us_576d42c0e4b0dbb1bbba44c9 … via @HuffPostBiz
MsLDolphin,2016-06-25 23:58:53+00:00,1,1,['#Brexit'],So much analysis on #Brexit that I can't keep up. But this was so interesting: sociology of Brexit http://www. perc.org.uk/project_posts/ thoughts-on-the-sociology-of-brexit/ …
fakhruzzaman,2016-06-25 23:58:52+00:00,0,0,['#Brexit'],#Brexit it will doomed from the very start...
Jimbo679,2016-06-25 23:58:52+00:00,2,0,['#brexit'],Would that be different if more immigrants had settled (or will settle) in Scotland? #brexit https:// twitter.com/mdentandt/stat us/746854205088989188 …
livanderborght,2016-06-25 23:58:52+00:00,4,1,"['#Brexit', '#digitaleconomy', '#digital', '#socialmedia']",What are the short term of #Brexit implications for the EU #digitaleconomy ? cc @DeanHristov #digital #socialmedia https://www. l2inc.com/brexits-implic ations-for-the-digital-economy/2016/blog …
jbgraeber,2016-06-25 23:58:50+00:00,0,0,['#Brexit'],@roddreher Have you published a piece summarizing your reasons for #Brexit support? I'd be interested to read.
gregminshall,2016-06-25 23:58:49+00:00,0,0,['#brexit'],"you know the method for making a difficult decision? heads it's A, tails B. flip the coin, assess your reaction. ""heads? shit!"". #brexit"
felixhammerl,2016-06-25 23:58:49+00:00,3,0,['#brexit'],"most accurate description of #brexit so far: ""pff ... votes don't matter ... wait, what?! they actually count?!"" pic.twitter.com/x5VVdOY6ZJ"
AnneIdaForest,2016-06-25 23:58:49+00:00,0,0,['#brexit'],"For once, the Brits are moaning so much that it feels like I'm in France. #brexit"
mdrouse5,2016-06-25 23:58:45+00:00,0,0,"['#euref', '#brexit']","""...make no mistake: this was a racist campaign..."" #euref #brexit http:// fb.me/G4HRK8WR"
Brendankavo,2016-06-25 23:58:45+00:00,0,0,"['#Brexit', '#EURefResults']",Classic. #Brexit #EURefResults https:// twitter.com/ericidle/statu s/746820660882710529 …
KironZ,2016-06-25 23:58:44+00:00,0,0,['#Brexit'],@dcagle #Brexit The bullish bulldog. pic.twitter.com/ZT7Qi9GAoW
aCanadianGuyeh,2016-06-25 23:58:44+00:00,1,0,['#Brexit'],When was this taken? Before #Brexit mhm @Vuors ? @MisterMetokur Cause I hate to break your narrative...but... pic.twitter.com/8srM4H79ID
brainrev,2016-06-25 23:58:43+00:00,0,0,['#Brexit'],@cnn @realDonaldTrump Jihadis applaud #Brexit vote. So does Trump. Hmmmm...see any correlation? Anyone? Anyone?
Soul_Dignified,2016-06-25 23:58:41+00:00,11,22,['#Brexit'],"Going to sleep in Britain 2016, waking up in 1930s Germany. #Brexit https:// imgur.com/gallery/AlKKR"
WynRichards,2016-06-25 23:58:41+00:00,4,1,['#Brexit'],"Like going out, getting drunk, waking up in bed with Boris Johnstone and thinking 'Oh shit, what have I done!' #Brexit"
Loliel_,2016-06-25 23:58:40+00:00,1,0,['#Brexit'],Si ya saben como es para que lo meten al grupo! #Brexit
RobertAlanWard,2016-06-25 23:58:40+00:00,5,2,"['#Brexit', '#Abenomics', '#Japan']","#Brexit vote bad news for #Abenomics . We expect ¥ to average ~ ¥109/$in 16, ¥103 in 17. Also cutting #Japan GDP growth to 0.3% av in 16-17."
Jasonwhu8,2016-06-25 23:58:38+00:00,5,4,"['#WeAreOut', '#Brexit', '#OWNIT']",#WeAreOut #Brexit #OWNIT pic.twitter.com/stal8mmKpi
BrandDNA,2016-06-25 23:58:38+00:00,10,6,['#Brexit'],BREAKING: The Prime Minister will today unveil the new Australian flag. #Brexit pic.twitter.com/hidbyx097q
shahu_lahm,2016-06-25 23:58:37+00:00,0,0,"['#Brexit', '#EUref']",Lolz #Brexit voting without understanding #EUref again https:// twitter.com/LukeIsNotSexy/ status/746725483509776386 …
EVARNL,2016-06-25 23:58:37+00:00,0,0,"['#China', '#Brexit', '#economics', '#Asia', '#']",#China could be the biggest winner from #Brexit | #economics #Asia http://www. japantimes.co.jp/news/2016/06/2 5/business/economy-business/china-biggest-winner-brexit/#.V28alPRXfCQ …
propergandiste,2016-06-25 23:58:37+00:00,0,0,"['#Brexit', '#Openness', '#WorldEconomy']",What #Brexit Means for the #Openness of the #WorldEconomy http:// trib.al/h7u5Tne
shirleymcbrinn,2016-06-25 23:58:36+00:00,0,1,"['#euref', '#Brexit']",Has anyone seen or heard of @George_Osborne since before the #euref ? Has he been locked in a cupboard somewhere? #Brexit
therealduckie,2016-06-25 23:58:36+00:00,9,0,"['#hbd', '#Brexit']",@EliLevy_Dev #hbd FAM. You're an amazing part of our @MCMagicParks team. Thanks for all you do. I'll never #Brexit u pic.twitter.com/S5CvzqvC6w
MickeysBack1,2016-06-25 23:58:34+00:00,0,0,"['#Brexit', '#BrexitIn5Words', '#BrexitVote', '#EURefResults']",#Brexit #BrexitIn5Words #BrexitVote #EURefResults pic.twitter.com/PQtbXwBenA
nellophonic,2016-06-25 23:58:34+00:00,0,0,['#brexit'],I started the application process for an Irish passport yesterday. #brexit pic.twitter.com/izyExeyoJI
TheMontegonian,2016-06-25 23:58:33+00:00,0,0,['#brexit'],#brexit http:// ift.tt/28UYY4d pic.twitter.com/FjfSZTvCrX
JoanOfPink,2016-06-25 23:58:32+00:00,0,0,['#brexit'],"If u didn't want us 2 leave u shouldn't have tried replacing us with millions of foreigner who don't belong here, #brexit"
raza77,2016-06-25 23:58:32+00:00,0,0,"['#Brexit', '#SaveUK']",UK Seems to be a plane stalling after #Brexit Someone to take control before its crashes into England without London #SaveUK
PierreDumas06,2016-06-25 23:58:30+00:00,0,0,['#Brexit'],Les Anglais votent et le résultat ne leur va pas ? Ils ont pensé que c'était un jeu ce référendum ? #Brexit
settimo771,2016-06-25 23:58:30+00:00,2,1,['#brexit'],. @sonolucadini Sono i giovani che non andando a votare #brexit hanno deciso il loro futuro pic.twitter.com/NQPdJRlcVD
SRLRC1987,2016-06-25 23:58:30+00:00,6,4,['#Brexit'],"#Brexit 1st, insult everyone as being uneducated, racist hicks. Now, jump up n down n demand a rule change bcause we don't like the result."
TheMontegonian,2016-06-25 23:58:30+00:00,0,0,['#brexit'],#brexit http:// ift.tt/28UYY4d pic.twitter.com/GIZVL0ZJA5
gwenmooremusic,2016-06-25 23:58:29+00:00,3,0,['#Brexit'],Interesting piece from Prof Ron Barnett (internal examiner of my PhD) on idea of university and #Brexit https:// twitter.com/timeshighered/ status/746827095184019457 …
budsgreatride,2016-06-25 23:58:27+00:00,0,0,['#brexit'],The E.U. Experiment Has Failed http:// hvr.co/1QqoIln via @hooverinst #brexit
TheMontegonian,2016-06-25 23:58:27+00:00,0,0,['#brexit'],#brexit http:// ift.tt/28UYY4d pic.twitter.com/SJeWsdagFP
Teelin,2016-06-25 23:58:26+00:00,2,0,['#brexit'],Love the fact that a weighty decision like #brexit is being made over 2% points. Minimum 60% supermajority might be a bright idea!
conservativebyt,2016-06-25 23:58:26+00:00,0,2,"['#Brexit', '#Clinton', '#election']",What the BREXIT Vote did to Hillary Clinton http:// bit.ly/28YJ3lH #Brexit #Clinton #election
gavinsblog,2016-06-25 23:58:24+00:00,1105,1259,"['#comment', '#brexit']",So this comment on The Guardian has gone rather viral (via @ijclark ) http://www. theguardian.com/politics/live/ 2016/jun/25/brexit-live-emergency-meetings-eu-uk-leave-vote#comment-77205935 … #brexit pic.twitter.com/cPcYWiabMs
TheMontegonian,2016-06-25 23:58:24+00:00,0,0,['#brexit'],#brexit http:// ift.tt/28UYY4d pic.twitter.com/AwXDlpk4Bh
pidgpie,2016-06-25 23:58:23+00:00,0,0,['#Brexit'],#Brexit where's Wally Osborne. ? With Max
SuperRaeGun,2016-06-25 23:58:22+00:00,1,0,"['#NHS', '#EuRef', '#Leave', '#Brexit']",Now keep the promise of £350m a week for our #NHS - Sign the petition: #EuRef #Leave #Brexit http:// 38d.gs/28XDpQI
TheMontegonian,2016-06-25 23:58:20+00:00,0,0,['#brexit'],#brexit http:// ift.tt/28UYY4d pic.twitter.com/0mFzrq34qJ
media_lush,2016-06-25 23:58:18+00:00,0,0,['#brexit'],hate to say it but I kind of like the new look… #brexit pic.twitter.com/A2PXEen5Im
haydenaj,2016-06-25 23:58:17+00:00,0,0,['#Brexit'],adage: ICYMI: How U.K. ad industry tried to urge young Brits to vote against #Brexit http:// bit.ly/2911PsX pic.twitter.com/eiBgHNeclm
LabourOutOfScot,2016-06-25 23:58:17+00:00,0,0,['#Brexit'],"England will NEVER concede to becoming Little England and being just another country. #Brexit WON'T happen. Power is everything, like the EU"
AnnoGalactic,2016-06-25 23:58:16+00:00,2,0,['#brexit'],"I'll #brexit you in a minute, young lady! I whisper to my breakfast tears..."
studioexec1,2016-06-25 23:58:16+00:00,30,20,['#Brexit'],Children of Men reclassified as a documentary following #Brexit http:// buff.ly/29a4FcK pic.twitter.com/VvuNM7ks1M
DAKGirl,2016-06-25 23:58:15+00:00,0,0,['#Brexit'],Trump... And Me! More Me! Did I tell you how great I am? Did you see how great I am? #Brexit is all about Me!! https:// twitter.com/katyturnbc/sta tus/746730326211231744 …
Baron28Baron286,2016-06-25 23:58:14+00:00,0,0,['#Brexit'],BRITIANS CRISIS: Half million migrants expected to rush to the UK before #Brexit laws of closing borders take effect https:// twitter.com/ilnewsflash/st atus/746839572609392640 …
manfromatlan,2016-06-25 23:58:13+00:00,1,2,['#Brexit'],Zelo Street: #Brexit EU Voters Were Duped http:// zelo-street.blogspot.com/2016/06/brexit -eu-voters-were-duped.html … via @zelo_street Lied to on an industrial scale
_gnarf,2016-06-25 23:58:12+00:00,0,0,"['#PrimeMinister', '#LittleBritain', '#Brexit', '#witzig']",das wird vielleicht der neue #PrimeMinister . ich finde aber er passt doch eher nach #LittleBritain #Brexit #witzig pic.twitter.com/1mycmC7QuW
Cruor99,2016-06-25 23:58:11+00:00,1,0,['#brexit'],"Of the MP's seated in Parliament, only minority wanted #brexit . Already calls to negate it from Labour MP's."
Cecelerouge,2016-06-25 23:58:09+00:00,0,0,"['#Brexit', '#BrexitBond']",In a #Brexit Britain Bond decides that Drax had the right idea and decides to join him on the moon. They drink tea and laugh. #BrexitBond
museofwoolwich,2016-06-25 23:58:04+00:00,1,0,"['#brexit', '#bunchofcunts', '#EUref']","What have you done Britain? Duped by the lying, conniving & cuntish Unholy Trinity of Johnson, Gove & Farage #brexit #bunchofcunts #EUref"
nobismedia,2016-06-25 23:58:03+00:00,1,0,"['#Brexit', '#Pope', '#Francis']",Pope Francis: Europe must ensure peaceful coexistence after Brexit. #Brexit #Pope #Francis http://www. catholicnewsagency.com/news/pope-fran cis-europe-must-ensure-peaceful-coexistence-after-brexit-57461/ … pic.twitter.com/eKBJeT3PpK
valerio_romeo,2016-06-25 23:58:03+00:00,0,0,"['#UE', '#Brexit']",filo #UE definiscono di DX #Brexit ma sono gli stessi che usano i fascisti contro governi legittimi https:// aurorasito.wordpress.com/i-sostenitori- italiani-di-pravyj-sektor/ …
williamfrazr,2016-06-25 23:58:02+00:00,2,1,"['#Texit', '#Brexit']","Maybe this is too soon, but when can we expect #Texit ? #Brexit"
Olivefarmer,2016-06-25 23:58:01+00:00,0,0,"['#Brexit', '#GMO', '#healthyprecaution']",Talking #Brexit and GMO salmon food with fish vet.Norway has sensible #GMO food safety.No EFSA with COIs.Not in EU. #healthyprecaution
GiladIsaacs,2016-06-25 23:58:00+00:00,0,0,['#Brexit'],I want my country back #Brexit http://www. newstatesman.com/politics/uk/20 16/06/i-want-my-country-back …
GarethJeffJones,2016-06-25 23:58:00+00:00,0,1,"['#Bansky', '#Brexit']",#Bansky #Brexit pic.twitter.com/qjioRb1M0W
for_ma,2016-06-25 23:57:59+00:00,0,0,['#Brexit'],"#Brexit Italieni golpisti, scuola Kissinger. pic.twitter.com/qTl1bDrzBf"
CMRanapia,2016-06-25 23:57:58+00:00,1,1,['#Brexit'],It might be more useful for Brits to lobby their MPs to demand a free #Brexit vote in Parliament. https:// twitter.com/MrNewsMan_/sta tus/746742829053992960 …
LoganGentuza,2016-06-25 23:57:58+00:00,0,0,"['#brexit', '#Bewailexit']",Muchos ingleses reconocen hoy que votaron #brexit To Touch the Balls. Ahora vienen los lloros. Apechugar y a joderse gentlemen. #Bewailexit
Subhedgehog,2016-06-25 23:57:57+00:00,3,0,['#Brexit'],"My dear wife @claritysabbath , to Carl Robinson on the TV: ""I'm not talking to his adorable face."" Mad over Wales' choice in #Brexit ."
