Username,Date,Favorites,Retweets,Hashtags,Text
amandsst,2017-03-30 23:16:45+00:00,0,0,"['#Brexit', '#PoundtoEuro', '#Poundtoeuro', '#Poundtoeuro']","Yen up as rally in risky assets wanes, pound eyes BoE testimony #Brexit #PoundtoEuro #Poundtoeuro #Poundtoeuro https:// goo.gl/fb/l52msJ"
robsellen,2017-03-30 23:16:31+00:00,0,0,['#brexit'],"will #brexit take two years cos thats how long it will take for all the backhanders to be sorted, tracks erased... ;)"
stevebwriter,2017-03-30 23:16:31+00:00,0,0,['#Brexit'],"Post- #Brexit , of course, it'll be called ""wash"" in the Kingdom of New Albion."
WolfBaginski,2017-03-30 23:16:20+00:00,0,0,['#Brexit'],"What else this week? Oh, #Brexit . I hear the cheers and feel sick. 1969-07-20T20:16Z 2017-03-30T22:27Z These matter. https:// youtu.be/aGk5I6Fejh4"
NelsonThought,2017-03-30 23:16:13+00:00,1,0,"['#Brexit', '#BrexitNegotiations']",May Names Elite Team of Ministers to Run U.K.'s Brexit Strategy: #Brexit #BrexitNegotiations https:// bloom.bg/2odxz61
dfertl,2017-03-30 23:16:10+00:00,1,0,['#Brexit'],#Brexit fact-finding visit to Ireland by MEPs after Britain triggers EU exit http://www. anphoblacht.com/contents/26759
DanielTomeBio,2017-03-30 23:16:09+00:00,0,0,['#brexit'],Listen to this recording on #brexit http:// emmaclarke.com/brexit-article -50/ …
sjames1066,2017-03-30 23:16:07+00:00,1,0,"['#bbcqt', '#brexit', '#NHS']","@KateAndrs Fantastic performance on #bbcqt tonight! So right on many things including comments on workers rights, #brexit and the #NHS !!"
Clark_Barrett84,2017-03-30 23:15:58+00:00,2,2,['#brexit'],"Only a sustained dose of reality will cure the #brexit delusion. Now they're ringing their bells, they'll be wringing their hands soon"
SC_Legal_Cons,2017-03-30 23:15:57+00:00,0,0,['#Brexit'],Does #Brexit have something to do with it?? http:// fb.me/5bUm5bQva
javifigueroa,2017-03-30 23:15:50+00:00,0,0,['#brexit'],LOL #brexit https:// twitter.com/theaterofscifi /status/847579219798351872 …
thirduniversity,2017-03-30 23:15:46+00:00,1,0,"['#unions', '#brexit']",The latest Coffee LOLs! http:// paper.li/thirduniversit y/1310588138?edition_id=cd9a5870-159e-11e7-bf65-0cc47a0d15fd … Thanks to @Flygirltwo @hso1 @kierannolan #unions #brexit
HeysannaHosanna,2017-03-30 23:15:45+00:00,0,2,"['#DollarIndex', '#TrumpUniversity', '#SFBTrealdeals', '#Forex', '#Banks', '#trendstrike', '#Brexit', '#Energy', '#SaltonSea', '#DDSoFla', '#Booking', '#StudioF', '#Promote', '#EURO']",#DollarIndex #TrumpUniversity #SFBTrealdeals #Forex #Banks #trendstrike #Brexit #Energy #SaltonSea #DDSoFla #Booking #StudioF #Promote #EURO https:// twitter.com/rhead4palestin e/status/847079194769149953 …
GandhiWorldwide,2017-03-30 23:15:42+00:00,0,0,"['#gandhi', '#brexit']",The latest GandhiWorldwide DAILY! http:// paper.li/GandhiWorldwid e/1324048529?edition_id=ca174c30-159e-11e7-ab87-0cc47a0d1605 … #gandhi #brexit
ypfptoronto,2017-03-30 23:15:38+00:00,0,0,"['#brexit', '#EuropeanUnion']","Will Britain's Great Repeal bill of retained EU laws benefit the country, considering the EU's recent losses? #brexit #EuropeanUnion"
Midgedog,2017-03-30 23:15:38+00:00,1,1,"['#brexit', '#hes', '#a', '#tosser']",". @campbellclaret was, on telly, strengthening the case for #brexit again! Ta! Pompous cuntwankery uttertwatiness anyone? #hes #a #tosser"
RWillsWoodward,2017-03-30 23:15:36+00:00,0,0,"['#eu', '#brexit', '#Article50']",Leaving socialist government intent on more of it in the #eu can never be wrong #brexit #Article50 Anglosphere is the best model for life.
InfoBrexit,2017-03-30 23:15:33+00:00,0,0,"['#uk', '#brexit', '#eu', '#badeconomy']",A bad EU economy and 4 more reasons why the UK chose Brexit: http:// dld.bz/fgk8E #uk #brexit #eu #badeconomy
JamesMoonLaw,2017-03-30 23:15:29+00:00,0,0,"['#travel', '#england', '#eu', '#brexit', '#uk', '#ireland', '#europe']",Brexit not all bad - tourism by staycation results in boom. http://www. express.co.uk/travel/article s/784978/brexit-article-50-tourism-staycation … #travel #england #eu #brexit #uk #ireland #europe
orangechicken42,2017-03-30 23:15:20+00:00,0,0,"['#indoctrination', '#brexit', '#cabinetreshuffle', '#mosul', '#MosulOps', '#MosulOffensive']","Got it, @DrexelUniv employs racist assholes to educate our youth. #indoctrination #brexit #cabinetreshuffle #mosul #MosulOps #MosulOffensive https:// twitter.com/RealJamesWoods /status/847316866057895941 …"
Gildersomesteve,2017-03-30 23:15:16+00:00,2,2,"['#bbctw', '#bbcbias', '#brexit']",#bbctw John Pienaar steps in with full on #bbcbias anti #brexit . Predictable ?????
MsCatieMaxx,2017-03-30 23:15:09+00:00,33,9,"['#brexit', '#bbctw']",Alistair Campbell wants nothing more than for #brexit to fail. He’s a disgrace! #bbctw
Karashgould,2017-03-30 23:14:42+00:00,7,3,"['#Brexit', '#BBCNewsday', '#Venezuela', '#SouthAfrica', '#NKorea']",There is life beyond #Brexit . Thank God for #BBCNewsday now @BBCWorld w @RicoHizon @BBCKasiaMadera re #Venezuela #SouthAfrica #NKorea &more
MortimerEngland,2017-03-30 23:14:38+00:00,0,0,"['#Ordinary', '#Brit', '#Labour', '#NOT', '#BREXIT', '#Labour', '#BestOption']",The #Ordinary #Brit in the street knows the reason #Labour are #NOT united against #BREXIT is because #Labour know it is the #BestOption too
ProperCharly,2017-03-30 23:14:26+00:00,1,2,"['#Brexit', '#Britain', '#DailyMail', '#Express', '#TheresaMay']","#Brexit hands #Britain to the lowest common denominator, which today is the #DailyMail & #Express readership. & #TheresaMay supports this..."
jphandesq,2017-03-30 23:14:21+00:00,0,0,"['#bbctw', '#pay', '#eu', '#Germany', '#brexit']",#bbctw of course its a bad day! Who will #pay for #eu dream now? (apart from #Germany ) #brexit
BestWebEnglish,2017-03-30 23:14:17+00:00,0,0,['#Brexit'],"Reino Unido es un país. Farage y los que votaron a favor del #Brexit quieren que el RU decida sobre el tema de la inmigración,no Bruselas."
mymetalbones,2017-03-30 23:14:15+00:00,0,0,['#brexit'],"Oh my gosh, someone who has enough common sense for the way #brexit should have been carried out. Equality for all = inclusive future.. https:// twitter.com/Bonn1eGreer/st atus/847522507112484864 …"
KPK_chronicles,2017-03-30 23:14:11+00:00,1,0,['#brexit'],The latest The Politics of pak Daily! http:// paper.li/KPK_chronicles /1480446849?edition_id=f63d25e0-157c-11e7-8f18-0cc47a0d164b … #brexit
superboomerator,2017-03-30 23:14:03+00:00,1,0,"['#bbcqt', '#brexit']","We're going to get our light bulbs back, we're going to get our vacuum cleaners back and we're going to get our bananas back. #bbcqt #brexit"
CleanupSociety,2017-03-30 23:13:38+00:00,0,0,['#brexit'],@bbcthisweek Campbell only want to change the #brexit vote like Tony Blair to have a place in the grave train that is EU
